soil_pH,soil_moisture,soil_temp,nitrogen,rainfall,humidity,air_temp,wind,crop_disease_risk
7.4488835083729885,0.2741685826184811,22.914192386271043,62.640297815728594,69.14396969580707,58.67244970114961,26.789323412745258,8.09714245693179,Moderate
6.5158797282907255,0.4560538832490709,26.919262052231673,82.72714733971264,126.61038741593967,72.79029891530104,38.339890872670665,11.886025935032311,High
6.304120925478089,0.1762071852401198,24.038439223673606,36.7767953078866,74.34317041650993,65.21316051922452,22.994932694443882,3.7051390618458546,Low
6.107006983682509,0.139516431747698,20.75954648901219,47.21562505126143,45.38267252310462,64.53260663321035,15.984182600830254,7.078755869094834,Low
7.1261418309783195,0.4629039634130156,29.61030941962527,70.8198881382472,114.95245809718006,71.39270836604662,32.01716801283415,15.499967452079533,High
6.678126394353042,0.45092154020284125,23.332027288056235,47.67031100876241,121.92139814954797,69.2532130833011,20.365187959969724,8.38208495661019,Moderate
6.636118362663694,0.44541836713423183,29.370167311767926,56.60510633471341,135.1522725913853,78.84002927678466,35.69366187797612,14.658562384758726,High
6.6537017848598445,0.28403101996521907,25.69150191377795,66.95480650825479,88.0674188277654,85.97939339132431,23.423107198043848,10.09722104002041,Moderate
6.03771794281095,0.22219206643236541,24.18245670597557,52.86543220649562,109.92398374726633,59.64683287432341,26.534498726085584,15.805462120180687,Moderate
6.41120200262063,0.5024713710230067,30.409767335189656,69.79901248230348,134.57599400901418,62.260303838878706,27.941850728894458,13.148363260056115,High
6.387253288332682,0.4736409353272271,26.603010452787608,66.87928067947267,143.24369811617194,73.72579265573627,33.686569650601676,16.383234096889304,High
6.003205242202982,0.3608739653774678,25.21116696597487,44.3074550624492,119.12590004182692,88.24673305852818,24.948981776548507,11.5150632648213,Moderate
6.466361267543233,0.364027116845371,26.044115193745014,78.53165306413192,154.9496109528021,79.90335578686653,32.636891919211955,16.44182578004204,High
6.46867588893909,0.36929921987253833,25.211262864232157,62.97994549612236,118.47017232094737,54.49376678172199,27.606317501772313,6.440990718670436,Moderate
6.514715295838776,0.4913315556748774,25.54668515870634,55.95183056072493,152.14415924080268,76.81153644505268,31.879304017361832,14.760274642012352,High
6.6448874284482065,0.4160320638916351,22.17781175857923,36.73976467832159,74.02427844327889,45.91924626978449,13.885626394466438,1.975741067247788,Low
7.234892129393748,0.4002183821684803,23.399334038011077,83.28166053957332,139.91403968374755,73.92176107384375,24.703837238910076,20.22282445979097,High
6.0024257590733106,0.3354797470291466,19.557337383892865,56.784766638853895,128.57715415627135,50.25867867957894,23.242216980046734,10.987320336130388,Moderate
6.222226610256567,0.3663511225282381,21.99462618480978,51.04319288243736,106.3490652250035,61.67139595617489,24.719839423300154,8.412003662654888,Moderate
7.1484972732805545,0.24817055501608942,17.501744419262725,34.95225078771782,66.81240053009105,55.4673356820138,19.283203702490916,3.8995267645559375,Low
5.964904218552834,0.4875232490273457,22.759168353519847,57.19302337200436,115.83718620776135,59.293595697998875,27.557405930298852,6.312449206598751,Moderate
5.7403269622615785,0.12342755215115447,23.872102853977502,60.5174079991092,124.00523499477659,60.36838637914601,23.765720178651993,13.461702202767242,Moderate
6.521515486660641,0.5049486328809805,22.836743062398476,91.21631307330203,144.3369623024025,59.74960086323827,30.474281695730358,15.100330403919452,High
7.855397149520266,0.4449003771596827,25.80628994461092,55.92912805215983,145.59963944680652,78.7259312761004,30.307936585618993,14.10661153132812,High
5.864818976837457,0.5423755013373376,33.9185359100678,66.22235112477523,124.18115561013552,75.93025633626628,30.042014902114143,16.691363625020745,High
5.742404468900724,0.359349941395562,24.11241928375321,37.50963960443622,61.53113926111533,53.112501545435364,29.236642425365712,8.358724734303731,Low
6.9747770677206615,0.13120816252400772,13.615197162745112,49.34319911239274,22.662426031691577,47.75234598107316,16.489660921821923,-0.40594131274005907,Low
7.094456685737321,0.3066643077760851,20.878620518853957,50.701502383164275,49.469574815018795,41.18125348772282,19.510799108168708,2.7652920655806525,Low
6.846608800829352,0.2877858182663321,25.78489938255406,66.67420620150125,164.062803944721,104.98430483721495,29.315982819570845,10.779067613688033,High
6.267097215440918,0.33793298307466435,24.81513108597902,50.483405238403776,103.90049968056253,57.4171793111241,21.608153995187422,11.868133671700805,Moderate
5.865000701303062,0.4035072104436974,26.679861519536242,58.84202072005897,80.11142956400415,67.49548189598077,21.450831445796833,9.241710234711444,Moderate
7.713358243172761,0.28463678602885567,16.555956248114406,34.352259958290574,70.42766590858797,70.88442772869925,15.242050063286126,-0.6397731554171351,Low
6.288120158988648,0.31372687132929167,20.510892068424962,51.69909808298563,114.65658163643491,52.25767880923205,28.145447953151777,11.463324463253015,Moderate
5.669458292216413,0.39026016517996037,19.841492118801362,51.82649507757465,118.8236373283994,66.91897735873036,30.84502793436944,13.07532745774532,Moderate
7.189234813730752,0.35926596697815566,25.97401131022997,32.795789910648736,76.04067141565477,73.87079776446286,25.860322337147757,9.558384163943208,Moderate
6.4136854328545825,0.5010941711904241,27.841066152034696,55.49072108888776,151.51152745340076,90.48864141875362,29.912350782438043,17.32534536476726,High
6.584680412018039,0.13690284024760158,19.721934846628248,30.960923585352102,35.28940114820467,62.36093175210438,23.273930361782806,6.827414362721531,Low
6.714408250165286,0.3054484485810515,20.441103888193062,36.329721609166775,33.44819558702561,50.86143883046375,16.78358296404318,-3.764051450483823,Low
6.539786767471083,0.41070595329308873,26.74080715520081,57.78799812385461,95.82663257559068,61.87331554267643,27.57369647587403,11.66070859320338,Moderate
6.487883583065154,0.4461960998386458,22.26182370289299,23.232961868039993,105.5816771669037,67.91563676681973,19.927985117180643,7.064501362400181,Moderate
5.526328762929593,0.528276624453324,25.973678425445932,78.56975536982786,148.63107014667168,80.28775564080999,29.444707051736344,18.63638761270046,High
6.805108084794611,0.3625578368774747,23.53367182609016,57.24216404290793,114.29219581273236,44.50058721422522,28.477222194867693,8.991235783956784,Moderate
6.241941679064283,0.6199644983863211,21.06546265016521,68.20380278594367,184.5138758562954,81.21844464132454,32.26025242026328,15.299478945299304,High
6.7457147263601,0.3955808285758917,25.488704328883227,54.01154798760694,108.71950779000092,39.677539147803145,27.046208470187892,10.378533710985902,Moderate
6.718279902078834,0.3223147872868956,14.092668911145404,29.902692952900622,62.38308522010396,70.574954697117,20.062381123026224,2.815991176312597,Low
6.843176777507266,0.2828885860779411,25.169596284792345,34.800726678438636,128.8389001160378,59.87625759323306,25.16759181953349,9.071050858035816,Moderate
6.857690657720622,0.30745485805663475,21.096189347024318,40.1961665769399,63.457224719336395,55.91814133741378,18.93787786717693,3.2791946813092974,Low
5.714423824441059,0.5365211269039794,28.093854603717055,80.91805339074645,148.59559276964768,54.777220825120494,29.544097853051884,18.18043145601381,High
5.610639875547861,0.36968354491913463,21.635914140885145,39.44415329089545,55.59937252639641,38.74510952701623,27.33725593885048,5.387663545925682,Low
7.058340637533761,0.468567571034283,29.247207986920532,66.57851348872761,153.90153850845203,85.37478704606428,28.264620813371007,14.767517100321037,High
6.804763022604301,0.2255701012927006,25.502112732789275,56.00791072644806,100.82574911174879,75.37158898658242,26.003315544545565,14.434215695069332,Moderate
6.0715740674361,0.25991568312711594,24.359148304068768,49.619522415098615,115.95687559791533,46.406632283399425,25.136474428992255,11.675009269635117,Moderate
7.860956073953247,0.5175564697657333,30.754344654465523,74.91993486836496,117.87486423196084,83.94957970323307,33.21878884352204,12.439801577882665,High
6.388268607337075,0.3071200395273674,21.183094061433863,39.271710873431275,33.0641256386319,34.851527753141355,18.660455143798938,7.569196382970417,Low
6.103739630783649,0.24082108468264807,21.262468197451142,48.657551941701215,25.994071858884475,46.654987641590516,18.575164066517132,3.040012302278864,Low
6.132913100610752,0.25655964451308483,21.143201011538103,54.558223221467664,64.09013079649446,57.89056687375519,20.251479883788083,9.231377435610511,Low
6.390164056081244,0.27856900572093973,23.69473511185379,34.81729781726352,33.830127942136244,44.982429564154636,22.746206353106224,5.986253328979053,Low
6.747352826887516,0.3806748025122915,23.976728814760698,65.05924511796417,77.45007802093923,76.2790899325357,25.463480996785755,8.99034223036548,Moderate
7.349717991504355,0.3178563978446693,26.703405816438263,43.46307718660142,115.09466596135618,66.99423985986768,26.419114846480646,8.063283783893816,Moderate
5.366973952925359,0.4219377435518757,27.430700962910617,77.15493096769485,122.0184314363105,64.7971320775939,31.35288790432943,18.020190213681193,High
6.365296582777721,0.307403380463677,23.75589263024007,40.74094780419775,82.57231091142583,36.198985417851084,14.889852681934535,4.833356903310143,Low
