soil_pH,soil_moisture,soil_temp,nitrogen,rainfall,humidity,air_temp,wind,crop_disease_risk,crop_disease_risk_code
7.4488835083729885,0.2741685826184811,22.914192386271043,62.640297815728594,69.14396969580707,58.67244970114961,26.789323412745254,8.09714245693179,Moderate,1
6.5158797282907255,0.4560538832490709,26.919262052231677,82.72714733971264,126.61038741593968,72.79029891530104,38.339890872670665,11.886025935032311,High,2
6.304120925478089,0.1762071852401198,24.03843922367361,36.7767953078866,74.34317041650993,65.21316051922452,22.99493269444388,3.705139061845855,Low,0
6.107006983682509,0.139516431747698,20.75954648901219,47.21562505126143,45.38267252310462,64.53260663321035,15.984182600830254,7.078755869094834,Low,0
7.12614183097832,0.4629039634130156,29.61030941962527,70.8198881382472,114.95245809718006,71.39270836604662,32.01716801283415,15.499967452079533,High,2
6.678126394353042,0.4509215402028412,23.332027288056235,47.67031100876241,121.92139814954795,69.2532130833011,20.365187959969724,8.38208495661019,Moderate,1
6.636118362663694,0.4454183671342318,29.37016731176793,56.60510633471341,135.1522725913853,78.84002927678466,35.69366187797612,14.658562384758726,High,2
6.6537017848598445,0.284031019965219,25.69150191377795,66.95480650825479,88.0674188277654,85.97939339132431,23.423107198043848,10.09722104002041,Moderate,1
6.03771794281095,0.2221920664323654,24.18245670597557,52.86543220649562,109.92398374726632,59.64683287432341,26.534498726085584,15.805462120180689,Moderate,1
6.41120200262063,0.5024713710230067,30.409767335189656,69.79901248230348,134.57599400901418,62.26030383887871,27.941850728894455,13.148363260056117,High,2
6.387253288332682,0.4736409353272271,26.603010452787608,66.87928067947267,143.24369811617194,73.72579265573627,33.68656965060168,16.383234096889304,High,2
6.003205242202982,0.3608739653774678,25.21116696597487,44.3074550624492,119.12590004182692,88.24673305852818,24.948981776548507,11.5150632648213,Moderate,1
6.466361267543233,0.364027116845371,26.04411519374501,78.53165306413192,154.9496109528021,79.90335578686653,32.636891919211955,16.44182578004204,High,2
6.46867588893909,0.3692992198725383,25.21126286423216,62.97994549612236,118.47017232094736,54.49376678172199,27.606317501772317,6.440990718670436,Moderate,1
6.514715295838776,0.4913315556748774,25.54668515870634,55.95183056072493,152.14415924080268,76.81153644505268,31.879304017361832,14.760274642012352,High,2
6.644887428448207,0.4160320638916351,22.17781175857923,36.73976467832159,74.02427844327889,45.91924626978449,13.885626394466438,1.975741067247788,Low,0
7.234892129393748,0.4002183821684803,23.39933403801108,83.28166053957332,139.91403968374755,73.92176107384375,24.70383723891008,20.22282445979097,High,2
6.002425759073311,0.3354797470291466,19.557337383892865,56.784766638853895,128.57715415627135,50.25867867957894,23.24221698004673,10.987320336130388,Moderate,1
6.222226610256567,0.3663511225282381,21.99462618480978,51.04319288243736,106.3490652250035,61.67139595617489,24.719839423300154,8.412003662654888,Moderate,1
